"Partition" "Activity_Names" "Subject" "Measurement_Type" "Measurement_Value"
"49" "train" "STANDING" 11 "tBodyAcc_average_mean_X" 0.277715562765957
"50" "train" "STANDING" 14 "tBodyAcc_average_mean_X" 0.280545613833333
"51" "train" "STANDING" 15 "tBodyAcc_average_mean_X" 0.278915803962264
"52" "train" "STANDING" 16 "tBodyAcc_average_mean_X" 0.283497402948718
"53" "train" "STANDING" 17 "tBodyAcc_average_mean_X" 0.277942503333333
"54" "train" "STANDING" 19 "tBodyAcc_average_mean_X" 0.27817226
"55" "train" "STANDING" 21 "tBodyAcc_average_mean_X" 0.27695224258427
"56" "train" "STANDING" 22 "tBodyAcc_average_mean_X" 0.279053861587302
"57" "train" "STANDING" 23 "tBodyAcc_average_mean_X" 0.277899323235294
"58" "train" "STANDING" 25 "tBodyAcc_average_mean_X" 0.278013701621622
"59" "train" "STANDING" 26 "tBodyAcc_average_mean_X" 0.281127035405405
"60" "train" "STANDING" 27 "tBodyAcc_average_mean_X" 0.279566921625
"61" "train" "STANDING" 28 "tBodyAcc_average_mean_X" 0.277795069113924
"62" "train" "STANDING" 29 "tBodyAcc_average_mean_X" 0.277965065846154
"63" "train" "STANDING" 30 "tBodyAcc_average_mean_X" 0.277112699152542
"64" "train" "WALKING" 1 "tBodyAcc_average_mean_X" 0.277330758736842
"65" "train" "WALKING" 3 "tBodyAcc_average_mean_X" 0.275567462068966
"66" "train" "WALKING" 5 "tBodyAcc_average_mean_X" 0.27784234625
"67" "train" "WALKING" 6 "tBodyAcc_average_mean_X" 0.283658868070175
"68" "train" "WALKING" 7 "tBodyAcc_average_mean_X" 0.275592961754386
"69" "train" "WALKING" 8 "tBodyAcc_average_mean_X" 0.27468631
"70" "train" "WALKING" 11 "tBodyAcc_average_mean_X" 0.271821892881356
"71" "train" "WALKING" 14 "tBodyAcc_average_mean_X" 0.271959598644068
"72" "train" "WALKING" 15 "tBodyAcc_average_mean_X" 0.273899207962963
"73" "train" "WALKING" 16 "tBodyAcc_average_mean_X" 0.276023564509804
"74" "train" "WALKING" 17 "tBodyAcc_average_mean_X" 0.272341855245902
"75" "train" "WALKING" 19 "tBodyAcc_average_mean_X" 0.273931172307692
"76" "train" "WALKING" 21 "tBodyAcc_average_mean_X" 0.279183526730769
"77" "train" "WALKING" 22 "tBodyAcc_average_mean_X" 0.27886459
"78" "train" "WALKING" 23 "tBodyAcc_average_mean_X" 0.273211884237288
"79" "train" "WALKING" 25 "tBodyAcc_average_mean_X" 0.278992759054054
"80" "train" "WALKING" 26 "tBodyAcc_average_mean_X" 0.279264443728814
"81" "train" "WALKING" 27 "tBodyAcc_average_mean_X" 0.276849485438596
"82" "train" "WALKING" 28 "tBodyAcc_average_mean_X" 0.281228223888889
"83" "train" "WALKING" 29 "tBodyAcc_average_mean_X" 0.271999916792453
"84" "train" "WALKING" 30 "tBodyAcc_average_mean_X" 0.276406758
"85" "train" "WALKING_DOWNSTAIRS" 1 "tBodyAcc_average_mean_X" 0.289188320408163
"86" "train" "WALKING_DOWNSTAIRS" 3 "tBodyAcc_average_mean_X" 0.292423484693878
"87" "train" "WALKING_DOWNSTAIRS" 5 "tBodyAcc_average_mean_X" 0.29354392712766
"88" "train" "WALKING_DOWNSTAIRS" 6 "tBodyAcc_average_mean_X" 0.277045258145833
"89" "train" "WALKING_DOWNSTAIRS" 7 "tBodyAcc_average_mean_X" 0.28030708
"90" "train" "WALKING_DOWNSTAIRS" 8 "tBodyAcc_average_mean_X" 0.283484089210526
"91" "train" "WALKING_DOWNSTAIRS" 11 "tBodyAcc_average_mean_X" 0.291605631956522
"92" "train" "WALKING_DOWNSTAIRS" 14 "tBodyAcc_average_mean_X" 0.293422115555556
"93" "train" "WALKING_DOWNSTAIRS" 15 "tBodyAcc_average_mean_X" 0.280198851190476
"94" "train" "WALKING_DOWNSTAIRS" 16 "tBodyAcc_average_mean_X" 0.295586802191489
"95" "train" "WALKING_DOWNSTAIRS" 17 "tBodyAcc_average_mean_X" 0.29391828326087
"96" "train" "WALKING_DOWNSTAIRS" 19 "tBodyAcc_average_mean_X" 0.262688053871795
"97" "train" "WALKING_DOWNSTAIRS" 21 "tBodyAcc_average_mean_X" 0.3014610196
"98" "train" "WALKING_DOWNSTAIRS" 22 "tBodyAcc_average_mean_X" 0.284458963861111
"99" "train" "WALKING_DOWNSTAIRS" 23 "tBodyAcc_average_mean_X" 0.289897411148148
"100" "train" "WALKING_DOWNSTAIRS" 25 "tBodyAcc_average_mean_X" 0.291329666206897
"101" "train" "WALKING_DOWNSTAIRS" 26 "tBodyAcc_average_mean_X" 0.2792845828
"102" "train" "WALKING_DOWNSTAIRS" 27 "tBodyAcc_average_mean_X" 0.2975441875
"103" "train" "WALKING_DOWNSTAIRS" 28 "tBodyAcc_average_mean_X" 0.293642076521739
"104" "train" "WALKING_DOWNSTAIRS" 29 "tBodyAcc_average_mean_X" 0.293140441083333
"105" "train" "WALKING_DOWNSTAIRS" 30 "tBodyAcc_average_mean_X" 0.283190646967742
"106" "train" "WALKING_UPSTAIRS" 1 "tBodyAcc_average_mean_X" 0.255461689622641
"107" "train" "WALKING_UPSTAIRS" 3 "tBodyAcc_average_mean_X" 0.260819873067797
"108" "train" "WALKING_UPSTAIRS" 5 "tBodyAcc_average_mean_X" 0.268459469914894
"109" "train" "WALKING_UPSTAIRS" 6 "tBodyAcc_average_mean_X" 0.268229355098039
"110" "train" "WALKING_UPSTAIRS" 7 "tBodyAcc_average_mean_X" 0.248706923078431
"111" "train" "WALKING_UPSTAIRS" 8 "tBodyAcc_average_mean_X" 0.258880152048781
"112" "train" "WALKING_UPSTAIRS" 11 "tBodyAcc_average_mean_X" 0.263775859277778
"113" "train" "WALKING_UPSTAIRS" 14 "tBodyAcc_average_mean_X" 0.26242106612963
"114" "train" "WALKING_UPSTAIRS" 15 "tBodyAcc_average_mean_X" 0.270187595833333
"115" "train" "WALKING_UPSTAIRS" 16 "tBodyAcc_average_mean_X" 0.255986102627451
"116" "train" "WALKING_UPSTAIRS" 17 "tBodyAcc_average_mean_X" 0.252604768583333
"117" "train" "WALKING_UPSTAIRS" 19 "tBodyAcc_average_mean_X" 0.242118808925
"118" "train" "WALKING_UPSTAIRS" 21 "tBodyAcc_average_mean_X" 0.265194544680851
"119" "train" "WALKING_UPSTAIRS" 22 "tBodyAcc_average_mean_X" 0.248391534566667
"120" "train" "WALKING_UPSTAIRS" 23 "tBodyAcc_average_mean_X" 0.249995171031373
"121" "train" "WALKING_UPSTAIRS" 25 "tBodyAcc_average_mean_X" 0.277995411384615
"122" "train" "WALKING_UPSTAIRS" 26 "tBodyAcc_average_mean_X" 0.272691394545455
"123" "train" "WALKING_UPSTAIRS" 27 "tBodyAcc_average_mean_X" 0.265770253921569
"124" "train" "WALKING_UPSTAIRS" 28 "tBodyAcc_average_mean_X" 0.262005841764706
"125" "train" "WALKING_UPSTAIRS" 29 "tBodyAcc_average_mean_X" 0.265423066877551
"126" "train" "WALKING_UPSTAIRS" 30 "tBodyAcc_average_mean_X" 0.271415642261538
"127" "test" "LAYING" 2 "tBodyAcc_average_mean_X" 0.281373403958333
"128" "test" "LAYING" 4 "tBodyAcc_average_mean_X" 0.263559214981481
"129" "test" "LAYING" 9 "tBodyAcc_average_mean_X" 0.2591955368
"130" "test" "LAYING" 10 "tBodyAcc_average_mean_X" 0.280230574137931
"131" "test" "LAYING" 12 "tBodyAcc_average_mean_X" 0.260113433
"132" "test" "LAYING" 13 "tBodyAcc_average_mean_X" 0.276716360483871
"133" "test" "LAYING" 18 "tBodyAcc_average_mean_X" 0.274691576923077
"134" "test" "LAYING" 20 "tBodyAcc_average_mean_X" 0.239507882205882
"135" "test" "LAYING" 24 "tBodyAcc_average_mean_X" 0.272850494930556
"136" "test" "SITTING" 2 "tBodyAcc_average_mean_X" 0.27708735173913
"137" "test" "SITTING" 4 "tBodyAcc_average_mean_X" 0.27153827992
"138" "test" "SITTING" 9 "tBodyAcc_average_mean_X" 0.24832674354
"139" "test" "SITTING" 10 "tBodyAcc_average_mean_X" 0.270612056481481
"140" "test" "SITTING" 12 "tBodyAcc_average_mean_X" 0.275007224901961
"141" "test" "SITTING" 13 "tBodyAcc_average_mean_X" 0.274328499591837
"142" "test" "SITTING" 18 "tBodyAcc_average_mean_X" 0.27727001877193
"143" "test" "SITTING" 20 "tBodyAcc_average_mean_X" 0.278045439090909
"144" "test" "SITTING" 24 "tBodyAcc_average_mean_X" 0.273475690147059
"145" "test" "STANDING" 2 "tBodyAcc_average_mean_X" 0.277911472222222
"146" "test" "STANDING" 4 "tBodyAcc_average_mean_X" 0.280499745892857
"147" "test" "STANDING" 9 "tBodyAcc_average_mean_X" 0.282310057333333
"148" "test" "STANDING" 10 "tBodyAcc_average_mean_X" 0.276650300681818
"149" "test" "STANDING" 12 "tBodyAcc_average_mean_X" 0.277405834918033
"150" "test" "STANDING" 13 "tBodyAcc_average_mean_X" 0.277758431052632
"151" "test" "STANDING" 18 "tBodyAcc_average_mean_X" 0.278458805890411
"152" "test" "STANDING" 20 "tBodyAcc_average_mean_X" 0.278076904657534
"153" "test" "STANDING" 24 "tBodyAcc_average_mean_X" 0.280348883913043
"154" "test" "WALKING" 2 "tBodyAcc_average_mean_X" 0.276426586440678
"155" "test" "WALKING" 4 "tBodyAcc_average_mean_X" 0.278582015166667
"156" "test" "WALKING" 9 "tBodyAcc_average_mean_X" 0.278502842115385
"157" "test" "WALKING" 10 "tBodyAcc_average_mean_X" 0.278574076603774
"158" "test" "WALKING" 12 "tBodyAcc_average_mean_X" 0.2771286656
"159" "test" "WALKING" 13 "tBodyAcc_average_mean_X" 0.275883130350877
"160" "test" "WALKING" 18 "tBodyAcc_average_mean_X" 0.273887758571429
"161" "test" "WALKING" 20 "tBodyAcc_average_mean_X" 0.272589336470588
"162" "test" "WALKING" 24 "tBodyAcc_average_mean_X" 0.276980816034483
"163" "test" "WALKING_DOWNSTAIRS" 2 "tBodyAcc_average_mean_X" 0.27761534806383
"164" "test" "WALKING_DOWNSTAIRS" 4 "tBodyAcc_average_mean_X" 0.279965329555556
"165" "test" "WALKING_DOWNSTAIRS" 9 "tBodyAcc_average_mean_X" 0.295923445
"166" "test" "WALKING_DOWNSTAIRS" 10 "tBodyAcc_average_mean_X" 0.290401594315789
"167" "test" "WALKING_DOWNSTAIRS" 12 "tBodyAcc_average_mean_X" 0.281521097391304
"168" "test" "WALKING_DOWNSTAIRS" 13 "tBodyAcc_average_mean_X" 0.294907553404255
"169" "test" "WALKING_DOWNSTAIRS" 18 "tBodyAcc_average_mean_X" 0.288439468909091
"170" "test" "WALKING_DOWNSTAIRS" 20 "tBodyAcc_average_mean_X" 0.296144421355556
"171" "test" "WALKING_DOWNSTAIRS" 24 "tBodyAcc_average_mean_X" 0.288631208909091
"172" "test" "WALKING_UPSTAIRS" 2 "tBodyAcc_average_mean_X" 0.247164790395833
"173" "test" "WALKING_UPSTAIRS" 4 "tBodyAcc_average_mean_X" 0.270876696730769
"174" "test" "WALKING_UPSTAIRS" 9 "tBodyAcc_average_mean_X" 0.262436475714286
"175" "test" "WALKING_UPSTAIRS" 10 "tBodyAcc_average_mean_X" 0.267121853404255
"176" "test" "WALKING_UPSTAIRS" 12 "tBodyAcc_average_mean_X" 0.272970338653846
"177" "test" "WALKING_UPSTAIRS" 13 "tBodyAcc_average_mean_X" 0.258203939581818
"178" "test" "WALKING_UPSTAIRS" 18 "tBodyAcc_average_mean_X" 0.265401201896552
"179" "test" "WALKING_UPSTAIRS" 20 "tBodyAcc_average_mean_X" 0.252098317156863
"180" "test" "WALKING_UPSTAIRS" 24 "tBodyAcc_average_mean_X" 0.269881106779661
"181" "train" "LAYING" 1 "tBodyAcc_average_mean_Y" -0.0405139534294
"182" "train" "LAYING" 3 "tBodyAcc_average_mean_Y" -0.0189556785048387
"183" "train" "LAYING" 5 "tBodyAcc_average_mean_Y" -0.0183042123269231
"184" "train" "LAYING" 6 "tBodyAcc_average_mean_Y" -0.0102529170561404
"185" "train" "LAYING" 7 "tBodyAcc_average_mean_Y" -0.0204411516884615
"186" "train" "LAYING" 8 "tBodyAcc_average_mean_Y" -0.0212281733881481
"187" "train" "LAYING" 11 "tBodyAcc_average_mean_Y" -0.0176598052315789
"188" "train" "LAYING" 14 "tBodyAcc_average_mean_Y" -0.0113424652490196
"189" "train" "LAYING" 15 "tBodyAcc_average_mean_Y" -0.0166296542054167
"190" "train" "LAYING" 16 "tBodyAcc_average_mean_Y" -0.0166103510562857
"191" "train" "LAYING" 17 "tBodyAcc_average_mean_Y" -0.0168462006729577
"192" "train" "LAYING" 19 "tBodyAcc_average_mean_Y" -0.0171426864421687
"193" "train" "LAYING" 21 "tBodyAcc_average_mean_Y" -0.0184233048415556
"194" "train" "LAYING" 22 "tBodyAcc_average_mean_Y" -0.0142629864502778
"195" "train" "LAYING" 23 "tBodyAcc_average_mean_Y" -0.0216553835833333
"196" "train" "LAYING" 25 "tBodyAcc_average_mean_Y" -0.0188943663671233
"197" "train" "LAYING" 26 "tBodyAcc_average_mean_Y" -0.0191895728026316
"198" "train" "LAYING" 27 "tBodyAcc_average_mean_Y" -0.0179867611216216
"199" "train" "LAYING" 28 "tBodyAcc_average_mean_Y" -0.0167537858225
"200" "train" "LAYING" 29 "tBodyAcc_average_mean_Y" -0.0171965484202899
"201" "train" "LAYING" 30 "tBodyAcc_average_mean_Y" -0.0194494098614286
"202" "train" "SITTING" 1 "tBodyAcc_average_mean_Y" -0.00130828765170213
"203" "train" "SITTING" 3 "tBodyAcc_average_mean_Y" -0.00350299841730769
"204" "train" "SITTING" 5 "tBodyAcc_average_mean_Y" -0.00990083527045455
"205" "train" "SITTING" 6 "tBodyAcc_average_mean_Y" -0.0145911615290909
"206" "train" "SITTING" 7 "tBodyAcc_average_mean_Y" -0.01461097580375
"207" "train" "SITTING" 8 "tBodyAcc_average_mean_Y" -0.00672550621304348
"208" "train" "SITTING" 11 "tBodyAcc_average_mean_Y" -0.0149195616754717
"209" "train" "SITTING" 14 "tBodyAcc_average_mean_Y" -0.00870565463888889
"210" "train" "SITTING" 15 "tBodyAcc_average_mean_Y" -0.0117188472271186
"211" "train" "SITTING" 16 "tBodyAcc_average_mean_Y" -0.0102497939956522
"212" "train" "SITTING" 17 "tBodyAcc_average_mean_Y" -0.014156274084375
"213" "train" "SITTING" 19 "tBodyAcc_average_mean_Y" -0.016739260030137
"214" "train" "SITTING" 21 "tBodyAcc_average_mean_Y" -0.0144009705494118
"215" "train" "SITTING" 22 "tBodyAcc_average_mean_Y" -0.0123468446419355
"216" "train" "SITTING" 23 "tBodyAcc_average_mean_Y" -0.0133945015676471
"217" "train" "SITTING" 25 "tBodyAcc_average_mean_Y" -0.0147696808030769
"218" "train" "SITTING" 26 "tBodyAcc_average_mean_Y" -0.00713364541358974
"219" "train" "SITTING" 27 "tBodyAcc_average_mean_Y" -0.0155269799285714
"220" "train" "SITTING" 28 "tBodyAcc_average_mean_Y" -0.0185404441258333
"221" "train" "SITTING" 29 "tBodyAcc_average_mean_Y" -0.016630680375
"222" "train" "SITTING" 30 "tBodyAcc_average_mean_Y" -0.00804731295322581
"223" "train" "STANDING" 1 "tBodyAcc_average_mean_Y" -0.0161375901037736
"224" "train" "STANDING" 3 "tBodyAcc_average_mean_Y" -0.0143376555065574
"225" "train" "STANDING" 5 "tBodyAcc_average_mean_Y" -0.00700418554517857
"226" "train" "STANDING" 6 "tBodyAcc_average_mean_Y" -0.0181236327175439
"227" "train" "STANDING" 7 "tBodyAcc_average_mean_Y" -0.0145740341037736
"228" "train" "STANDING" 8 "tBodyAcc_average_mean_Y" -0.0148113067148148
"229" "train" "STANDING" 11 "tBodyAcc_average_mean_Y" -0.0171990886595745
"230" "train" "STANDING" 14 "tBodyAcc_average_mean_Y" -0.01520781344
"231" "train" "STANDING" 15 "tBodyAcc_average_mean_Y" -0.0183516360396226
"232" "train" "STANDING" 16 "tBodyAcc_average_mean_Y" -0.0165999672935897
"233" "train" "STANDING" 17 "tBodyAcc_average_mean_Y" -0.0174120064169231
"234" "train" "STANDING" 19 "tBodyAcc_average_mean_Y" -0.0154244056945205
"235" "train" "STANDING" 21 "tBodyAcc_average_mean_Y" -0.0167084730205618
"236" "train" "STANDING" 22 "tBodyAcc_average_mean_Y" -0.0158563207496825
"237" "train" "STANDING" 23 "tBodyAcc_average_mean_Y" -0.0177475547867647
"238" "train" "STANDING" 25 "tBodyAcc_average_mean_Y" -0.0163569730274324
"239" "train" "STANDING" 26 "tBodyAcc_average_mean_Y" -0.0166608306652703
"240" "train" "STANDING" 27 "tBodyAcc_average_mean_Y" -0.016593236445
"241" "train" "STANDING" 28 "tBodyAcc_average_mean_Y" -0.0172635124672152
"242" "train" "STANDING" 29 "tBodyAcc_average_mean_Y" -0.0172605869061538
"243" "train" "STANDING" 30 "tBodyAcc_average_mean_Y" -0.0170163887813559
"244" "train" "WALKING" 1 "tBodyAcc_average_mean_Y" -0.0173838185273684
"245" "train" "WALKING" 3 "tBodyAcc_average_mean_Y" -0.0171767844203448
"246" "train" "WALKING" 5 "tBodyAcc_average_mean_Y" -0.0172850317482679
"247" "train" "WALKING" 6 "tBodyAcc_average_mean_Y" -0.0168954189082456
"248" "train" "WALKING" 7 "tBodyAcc_average_mean_Y" -0.018653665345614
"249" "train" "WALKING" 8 "tBodyAcc_average_mean_Y" -0.0186628865310417
"250" "train" "WALKING" 11 "tBodyAcc_average_mean_Y" -0.0166475833623729
"251" "train" "WALKING" 14 "tBodyAcc_average_mean_Y" -0.0217785380966102
"252" "train" "WALKING" 15 "tBodyAcc_average_mean_Y" -0.0170809740090741
"253" "train" "WALKING" 16 "tBodyAcc_average_mean_Y" -0.0204286929452941
"254" "train" "WALKING" 17 "tBodyAcc_average_mean_Y" -0.0184875403339344
"255" "train" "WALKING" 19 "tBodyAcc_average_mean_Y" -0.0191773587903846
"256" "train" "WALKING" 21 "tBodyAcc_average_mean_Y" -0.0181610317526923
"257" "train" "WALKING" 22 "tBodyAcc_average_mean_Y" -0.0167213607957174
"258" "train" "WALKING" 23 "tBodyAcc_average_mean_Y" -0.0183618711932203
"259" "train" "WALKING" 25 "tBodyAcc_average_mean_Y" -0.0186477624716216
"260" "train" "WALKING" 26 "tBodyAcc_average_mean_Y" -0.0154259586949153
"261" "train" "WALKING" 27 "tBodyAcc_average_mean_Y" -0.0166478783221912
"262" "train" "WALKING" 28 "tBodyAcc_average_mean_Y" -0.0156759722981481
"263" "train" "WALKING" 29 "tBodyAcc_average_mean_Y" -0.0162915600588679
"264" "train" "WALKING" 30 "tBodyAcc_average_mean_Y" -0.0175880385730769
"265" "train" "WALKING_DOWNSTAIRS" 1 "tBodyAcc_average_mean_Y" -0.00991850461020408
"266" "train" "WALKING_DOWNSTAIRS" 3 "tBodyAcc_average_mean_Y" -0.0193554079328571
"267" "train" "WALKING_DOWNSTAIRS" 5 "tBodyAcc_average_mean_Y" -0.00850107533191489
"268" "train" "WALKING_DOWNSTAIRS" 6 "tBodyAcc_average_mean_Y" -0.019536840063125
"269" "train" "WALKING_DOWNSTAIRS" 7 "tBodyAcc_average_mean_Y" -0.0166332372978723
"270" "train" "WALKING_DOWNSTAIRS" 8 "tBodyAcc_average_mean_Y" -0.0211058674973684
"271" "train" "WALKING_DOWNSTAIRS" 11 "tBodyAcc_average_mean_Y" -0.0178097721219565
"272" "train" "WALKING_DOWNSTAIRS" 14 "tBodyAcc_average_mean_Y" -0.0200141413657778
"273" "train" "WALKING_DOWNSTAIRS" 15 "tBodyAcc_average_mean_Y" -0.00563047804309524
"274" "train" "WALKING_DOWNSTAIRS" 16 "tBodyAcc_average_mean_Y" -0.0183898583787234
"275" "train" "WALKING_DOWNSTAIRS" 17 "tBodyAcc_average_mean_Y" -0.0167359404347826
"276" "train" "WALKING_DOWNSTAIRS" 19 "tBodyAcc_average_mean_Y" -0.0145942275069487
"277" "train" "WALKING_DOWNSTAIRS" 21 "tBodyAcc_average_mean_Y" -0.0173195390157778
"278" "train" "WALKING_DOWNSTAIRS" 22 "tBodyAcc_average_mean_Y" -0.0197999371686389
"279" "train" "WALKING_DOWNSTAIRS" 23 "tBodyAcc_average_mean_Y" -0.0162111457238889
"280" "train" "WALKING_DOWNSTAIRS" 25 "tBodyAcc_average_mean_Y" -0.0210170522987931
"281" "train" "WALKING_DOWNSTAIRS" 26 "tBodyAcc_average_mean_Y" -0.01262580966778
"282" "train" "WALKING_DOWNSTAIRS" 27 "tBodyAcc_average_mean_Y" -0.0135564467159091
"283" "train" "WALKING_DOWNSTAIRS" 28 "tBodyAcc_average_mean_Y" -0.0220230465913043
"284" "train" "WALKING_DOWNSTAIRS" 29 "tBodyAcc_average_mean_Y" -0.01494121505625
"285" "train" "WALKING_DOWNSTAIRS" 30 "tBodyAcc_average_mean_Y" -0.0174383900204839
"286" "train" "WALKING_UPSTAIRS" 1 "tBodyAcc_average_mean_Y" -0.0239531492643396
"287" "train" "WALKING_UPSTAIRS" 3 "tBodyAcc_average_mean_Y" -0.0324109410555932
"288" "train" "WALKING_UPSTAIRS" 5 "tBodyAcc_average_mean_Y" -0.0325269755153191
"289" "train" "WALKING_UPSTAIRS" 6 "tBodyAcc_average_mean_Y" -0.0272425385070588
"290" "train" "WALKING_UPSTAIRS" 7 "tBodyAcc_average_mean_Y" -0.0275639005607843
"291" "train" "WALKING_UPSTAIRS" 8 "tBodyAcc_average_mean_Y" -0.0282415136341463
"292" "train" "WALKING_UPSTAIRS" 11 "tBodyAcc_average_mean_Y" -0.0303157822055556
"293" "train" "WALKING_UPSTAIRS" 14 "tBodyAcc_average_mean_Y" -0.0204388180024074
"294" "train" "WALKING_UPSTAIRS" 15 "tBodyAcc_average_mean_Y" -0.0287523860708333
"295" "train" "WALKING_UPSTAIRS" 16 "tBodyAcc_average_mean_Y" -0.0143654945011765
"296" "train" "WALKING_UPSTAIRS" 17 "tBodyAcc_average_mean_Y" -0.0228645614308333
"297" "train" "WALKING_UPSTAIRS" 19 "tBodyAcc_average_mean_Y" -0.0303986615775
"298" "train" "WALKING_UPSTAIRS" 21 "tBodyAcc_average_mean_Y" -0.0237218695148936
"299" "train" "WALKING_UPSTAIRS" 22 "tBodyAcc_average_mean_Y" -0.0268622561133333
"300" "train" "WALKING_UPSTAIRS" 23 "tBodyAcc_average_mean_Y" -0.0323844029237255
"301" "train" "WALKING_UPSTAIRS" 25 "tBodyAcc_average_mean_Y" -0.0269863524264615
"302" "train" "WALKING_UPSTAIRS" 26 "tBodyAcc_average_mean_Y" -0.0281633797398182
"303" "train" "WALKING_UPSTAIRS" 27 "tBodyAcc_average_mean_Y" -0.0200953324078431
"304" "train" "WALKING_UPSTAIRS" 28 "tBodyAcc_average_mean_Y" -0.0279443943478431
"305" "train" "WALKING_UPSTAIRS" 29 "tBodyAcc_average_mean_Y" -0.0299465312326531
"306" "train" "WALKING_UPSTAIRS" 30 "tBodyAcc_average_mean_Y" -0.0253311698786154
"307" "test" "LAYING" 2 "tBodyAcc_average_mean_Y" -0.0181587397583333
"308" "test" "LAYING" 4 "tBodyAcc_average_mean_Y" -0.0150031841055556
"309" "test" "LAYING" 9 "tBodyAcc_average_mean_Y" -0.020526821662
"310" "test" "LAYING" 10 "tBodyAcc_average_mean_Y" -0.024294484137931
"311" "test" "LAYING" 12 "tBodyAcc_average_mean_Y" -0.0175203917146667
"312" "test" "LAYING" 13 "tBodyAcc_average_mean_Y" -0.020440454366129
"313" "test" "LAYING" 18 "tBodyAcc_average_mean_Y" -0.0173937684615385
"314" "test" "LAYING" 20 "tBodyAcc_average_mean_Y" -0.0144406281132353
"315" "test" "LAYING" 24 "tBodyAcc_average_mean_Y" -0.0173555210111111
"316" "test" "SITTING" 2 "tBodyAcc_average_mean_Y" -0.0156879937282609
"317" "test" "SITTING" 4 "tBodyAcc_average_mean_Y" -0.007163065158
